publish_date,publish_time_utc,ref,format,rhyme_title,content_type,setting,palette,companion,status,review_state,approved_by,pipeline_cmd
2026-11-26,17:00,VID-20261126-3,long,The Itsy Bitsy Spider,rhyme,a small harbour where painted boats bob at their moorings,"mauve, straw, dove grey",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261126-3 --rhyme itsy_bitsy --format long
2026-11-26,21:00,SHT-20261126-4,short,Georgie Porgie,rhyme,a sunlit kitchen garden with tall sunflowers,"seafoam, coral, linen",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261126-4 --rhyme georgie_porgie --format short
2026-11-27,09:00,VID-20261127-1,long,"One, Two, Buckle My Shoe",counting,a snowy village square with warm lantern light,"deep indigo, soft gold, cream",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261127-1 --rhyme one_two_buckle --format long
2026-11-27,13:00,SHT-20261127-2,short,"Peter, Peter, Pumpkin Eater",rhyme,a riverbank where willows dip into slow water,"sage green, warm terracotta, oat",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261127-2 --rhyme peter_pumpkin --format short
2026-11-27,17:00,VID-20261127-3,long,Old King Cole,rhyme,a friendly red barn at the edge of a green field,"dusty blue, buttermilk, pale coral",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261127-3 --rhyme old_king_cole --format long
2026-11-27,21:00,SHT-20261127-4,short,There Was an Old Woman Who Lived in a Shoe,rhyme,a bright attic room full of soft toys and books,"plum, mustard, soft grey",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261127-4 --rhyme old_woman_shoe --format short
2026-11-28,09:00,VID-20261128-1,long,Simple Simon,rhyme,a windmill on a low hill with long grass,"forest green, cream, honey",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261128-1 --rhyme simple_simon --format long
2026-11-28,13:00,SHT-20261128-2,short,Polly Put the Kettle On,rhyme,a duck pond ringed with smooth grey stones,"lavender, mint, warm white","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261128-2 --rhyme polly_kettle --format short
2026-11-28,17:00,VID-20261128-3,long,"Baa, Baa, Black Sheep",rhyme,an orchard of short apple trees in soft afternoon light,"soft teal, apricot, ivory",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261128-3 --rhyme baa_baa --format long
2026-11-28,21:00,SHT-20261128-4,short,Little Jack Horner,rhyme,a lighthouse keeper's cottage above a calm bay,"clay pink, olive, sand",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261128-4 --rhyme jack_horner --format short
2026-11-29,09:00,VID-20261129-1,long,Rock-a-Bye Baby,lullaby,"a market square with striped awnings, early morning","midnight blue, silver, pale rose",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261129-1 --rhyme rock_a_bye --format long
2026-11-29,13:00,SHT-20261129-2,short,Hot Cross Buns,rhyme,a mossy woodland clearing with dappled sunlight,"moss green, butter yellow, chalk",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261129-2 --rhyme hot_cross_buns --format short
2026-11-29,17:00,VID-20261129-3,long,Jack Be Nimble,rhyme,a sandy cove with gentle waves and rock pools,"russet, cream, slate blue",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261129-3 --rhyme jack_nimble --format long
2026-11-29,21:00,SHT-20261129-4,short,Diddle Diddle Dumpling,rhyme,a greenhouse full of seedlings and watering cans,"periwinkle, peach, warm grey",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261129-4 --rhyme diddle_dumpling --format short
2026-11-30,09:00,VID-20261130-1,long,Little Jack Horner,rhyme,a bakery window with warm light and round loaves,"deep plum, sage, oatmeal",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261130-1 --rhyme jack_horner --format long
2026-11-30,13:00,SHT-20261130-2,short,Three Blind Mice,rhyme,a wildflower field with a low stone wall,"denim blue, wheat, soft white",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261130-2 --rhyme three_mice --format short
2026-11-30,17:00,VID-20261130-3,long,Hickory Dickory Dock,rhyme,a train platform in a tiny country station,"pine green, copper, bone",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261130-3 --rhyme hickory_dickory --format long
2026-11-30,21:00,SHT-20261130-4,short,Pop Goes the Weasel,rhyme,a hillside sheep pasture under drifting clouds,"mauve, straw, dove grey",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261130-4 --rhyme pop_weasel --format short
2026-12-01,09:00,VID-20261201-1,long,Old MacDonald Had a Farm,rhyme,a cobbled lane with window boxes and a blue door,"seafoam, coral, linen",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261201-1 --rhyme old_macdonald --format long
2026-12-01,13:00,SHT-20261201-2,short,"Row, Row, Row Your Boat",rhyme,a frozen pond with soft snow on the reeds,"deep indigo, soft gold, cream",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261201-2 --rhyme row_row --format short
2026-12-01,17:00,VID-20261201-3,long,Three Blind Mice,rhyme,"a rope bridge over a shallow, sunny stream","sage green, warm terracotta, oat",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261201-3 --rhyme three_mice --format long
2026-12-01,21:00,SHT-20261201-4,short,The Farmer in the Dell,rhyme,a hay loft with warm light through the slats,"dusty blue, buttermilk, pale coral",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261201-4 --rhyme farmer_dell --format short
2026-12-02,09:00,VID-20261202-1,long,Curly Locks,rhyme,a quiet hilltop meadow under a wide evening sky,"plum, mustard, soft grey",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261202-1 --rhyme curly_locks --format long
2026-12-02,13:00,SHT-20261202-2,short,Mary Had a Little Lamb,rhyme,a cosy wooden treehouse with round windows,"forest green, cream, honey",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261202-2 --rhyme mary_lamb --format short
2026-12-02,17:00,VID-20261202-3,long,"Hush, Little Baby",lullaby,a small harbour where painted boats bob at their moorings,"lavender, mint, warm white",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261202-3 --rhyme hush_little_baby --format long
2026-12-02,21:00,SHT-20261202-4,short,"One, Two, Buckle My Shoe",counting,a sunlit kitchen garden with tall sunflowers,"soft teal, apricot, ivory",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261202-4 --rhyme one_two_buckle --format short
2026-12-03,09:00,VID-20261203-1,long,Skip to My Lou,rhyme,a snowy village square with warm lantern light,"clay pink, olive, sand","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261203-1 --rhyme skip_to_lou --format long
2026-12-03,13:00,SHT-20261203-2,short,London Bridge Is Falling Down,rhyme,a riverbank where willows dip into slow water,"midnight blue, silver, pale rose",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261203-2 --rhyme london_bridge --format short
2026-12-03,17:00,VID-20261203-3,long,Oranges and Lemons,rhyme,a friendly red barn at the edge of a green field,"moss green, butter yellow, chalk",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261203-3 --rhyme oranges_lemons --format long
2026-12-03,21:00,SHT-20261203-4,short,Oranges and Lemons,rhyme,a bright attic room full of soft toys and books,"russet, cream, slate blue",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261203-4 --rhyme oranges_lemons --format short
2026-12-04,09:00,VID-20261204-1,long,London Bridge Is Falling Down,rhyme,a windmill on a low hill with long grass,"periwinkle, peach, warm grey",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261204-1 --rhyme london_bridge --format long
2026-12-04,13:00,SHT-20261204-2,short,"Star Light, Star Bright",rhyme,a duck pond ringed with smooth grey stones,"deep plum, sage, oatmeal",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261204-2 --rhyme star_light --format short
2026-12-04,17:00,VID-20261204-3,long,Hot Cross Buns,rhyme,an orchard of short apple trees in soft afternoon light,"denim blue, wheat, soft white",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261204-3 --rhyme hot_cross_buns --format long
2026-12-04,21:00,SHT-20261204-4,short,Frere Jacques (Are You Sleeping?),rhyme,a lighthouse keeper's cottage above a calm bay,"pine green, copper, bone",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261204-4 --rhyme frere_jacques --format short
2026-12-05,09:00,VID-20261205-1,long,Mary Had a Little Lamb,rhyme,"a market square with striped awnings, early morning","mauve, straw, dove grey",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261205-1 --rhyme mary_lamb --format long
2026-12-05,13:00,SHT-20261205-2,short,Old King Cole,rhyme,a mossy woodland clearing with dappled sunlight,"seafoam, coral, linen",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261205-2 --rhyme old_king_cole --format short
2026-12-05,17:00,VID-20261205-3,long,"Row, Row, Row Your Boat",rhyme,a sandy cove with gentle waves and rock pools,"deep indigo, soft gold, cream",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261205-3 --rhyme row_row --format long
2026-12-05,21:00,SHT-20261205-4,short,"Rain, Rain, Go Away",rhyme,a greenhouse full of seedlings and watering cans,"sage green, warm terracotta, oat",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261205-4 --rhyme rain_go_away --format short
2026-12-06,09:00,VID-20261206-1,long,"Rain, Rain, Go Away",rhyme,a bakery window with warm light and round loaves,"dusty blue, buttermilk, pale coral",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261206-1 --rhyme rain_go_away --format long
2026-12-06,13:00,SHT-20261206-2,short,Yankee Doodle,rhyme,a wildflower field with a low stone wall,"plum, mustard, soft grey",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261206-2 --rhyme yankee_doodle --format short
2026-12-06,17:00,VID-20261206-3,long,Lavender's Blue,rhyme,a train platform in a tiny country station,"forest green, cream, honey",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261206-3 --rhyme lavenders_blue --format long
2026-12-06,21:00,SHT-20261206-4,short,Jack Be Nimble,rhyme,a hillside sheep pasture under drifting clouds,"lavender, mint, warm white",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261206-4 --rhyme jack_nimble --format short
2026-12-07,09:00,VID-20261207-1,long,Humpty Dumpty,rhyme,a cobbled lane with window boxes and a blue door,"soft teal, apricot, ivory",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261207-1 --rhyme humpty --format long
2026-12-07,13:00,SHT-20261207-2,short,"Twinkle, Twinkle, Little Star",rhyme,a frozen pond with soft snow on the reeds,"clay pink, olive, sand",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261207-2 --rhyme twinkle --format short
2026-12-07,17:00,VID-20261207-3,long,Polly Put the Kettle On,rhyme,"a rope bridge over a shallow, sunny stream","midnight blue, silver, pale rose",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261207-3 --rhyme polly_kettle --format long
2026-12-07,21:00,SHT-20261207-4,short,Little Bo-Peep,rhyme,a hay loft with warm light through the slats,"moss green, butter yellow, chalk","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261207-4 --rhyme bo_peep --format short
2026-12-08,09:00,VID-20261208-1,long,Pop Goes the Weasel,rhyme,a quiet hilltop meadow under a wide evening sky,"russet, cream, slate blue",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261208-1 --rhyme pop_weasel --format long
2026-12-08,13:00,SHT-20261208-2,short,Cock-a-Doodle-Doo,rhyme,a cosy wooden treehouse with round windows,"periwinkle, peach, warm grey",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261208-2 --rhyme cock_doodle --format short
2026-12-08,17:00,VID-20261208-3,long,"Peter, Peter, Pumpkin Eater",rhyme,a small harbour where painted boats bob at their moorings,"deep plum, sage, oatmeal",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261208-3 --rhyme peter_pumpkin --format long
2026-12-08,21:00,SHT-20261208-4,short,Hey Diddle Diddle,rhyme,a sunlit kitchen garden with tall sunflowers,"denim blue, wheat, soft white",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261208-4 --rhyme hey_diddle --format short
2026-12-09,09:00,VID-20261209-1,long,"Pat-a-Cake, Pat-a-Cake",rhyme,a snowy village square with warm lantern light,"pine green, copper, bone",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261209-1 --rhyme pat_a_cake --format long
2026-12-09,13:00,SHT-20261209-2,short,Ding Dong Bell,rhyme,a riverbank where willows dip into slow water,"mauve, straw, dove grey",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261209-2 --rhyme ding_dong_bell --format short
2026-12-09,17:00,VID-20261209-3,long,This Little Piggy,rhyme,a friendly red barn at the edge of a green field,"seafoam, coral, linen",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261209-3 --rhyme this_piggy --format long
2026-12-09,21:00,SHT-20261209-4,short,Wee Willie Winkie,rhyme,a bright attic room full of soft toys and books,"deep indigo, soft gold, cream",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261209-4 --rhyme wee_willie --format short
2026-12-10,09:00,VID-20261210-1,long,Little Miss Muffet,rhyme,a windmill on a low hill with long grass,"sage green, warm terracotta, oat",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261210-1 --rhyme miss_muffet --format long
2026-12-10,13:00,SHT-20261210-2,short,"Tom, Tom, the Piper's Son",rhyme,a duck pond ringed with smooth grey stones,"dusty blue, buttermilk, pale coral",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261210-2 --rhyme tom_piper --format short
2026-12-10,17:00,VID-20261210-3,long,"Tom, Tom, the Piper's Son",rhyme,an orchard of short apple trees in soft afternoon light,"plum, mustard, soft grey",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261210-3 --rhyme tom_piper --format long
2026-12-10,21:00,SHT-20261210-4,short,Jack and Jill,rhyme,a lighthouse keeper's cottage above a calm bay,"forest green, cream, honey",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261210-4 --rhyme jack_jill --format short
2026-12-11,09:00,VID-20261211-1,long,Hey Diddle Diddle,rhyme,"a market square with striped awnings, early morning","lavender, mint, warm white",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261211-1 --rhyme hey_diddle --format long
2026-12-11,13:00,SHT-20261211-2,short,The Itsy Bitsy Spider,rhyme,a mossy woodland clearing with dappled sunlight,"soft teal, apricot, ivory",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261211-2 --rhyme itsy_bitsy --format short
